species,class,order,family,chromnum.1n,chromnum.est,chromnum.source,chromnum.database,est.gnsz.Mbp,est.gnsz.source,est.gnsz.db
Strix occidentalis caurina,Aves,Strigiformes,Strigidae,40,NA,"Rebholz, R., De, M., Sasaki, M., R. H. R. Belterman, & C. Nishida-Umehara. (1993). The Chromosomal Phylogeny of Owls (Strigiformes) and New Karyotypes of Seven Species. CYTOLOGIA, 58(4), 403�416. https://doi.org/10.1508/cytologia.58.403",,1290,"Hanna, Z. R., Henderson, J. B., Wall, J. D., Emerling, C. A., Fuchs, J., Runckel, C., Mindell, D. P., Bowie, R. C. K., DeRisi, J. L., & Dumbacher, J. P. (2017). Northern Spotted Owl (Strix occidentalis caurina) Genome: Divergence with the Barred Owl (Strix varia) and Characterization of Light-Associated Genes. Genome Biology and Evolution, 9(10), 2522�2545. https://doi.org/10.1093/gbe/evx158",
Struthio camelus australis,Aves,Struthioniformes,Struthionidae,40,NA,"Eden, F.C., J.P. Hendrick, and S.S. Gottlieb (1978). Homology of single copy and repeated sequences in chicken, duck, Japanese quail, and ostrich DNA. Biochemistry 17: 5113-5121.",,2112.48,"Eden, F.C., J.P. Hendrick, and S.S. Gottlieb (1978). Homology of single copy and repeated sequences in chicken, duck, Japanese quail, and ostrich DNA. Biochemistry 17: 5113-5121.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Suricata suricatta,Mammalia,Carnivora,Herpestidae,18,NA,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,NA,NA,NA
Sus scrofa,Mammalia,Artiodactyla,Suidae,18,NA,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.",,3139.38,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109. ","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Taeniopygia guttata,Aves,Passeriformes,Estrildidae,40,NA,"Pigozzi, M. I., & Solari, A. J. (1998). Germ cell restriction and regular transmission of an accessory chromosome that mimics a sex body in the zebra finch, Taeniopygia guttata. Chromosome Research, 6(2), 105�113. https://doi.org/10.1023/a:1009234912307",,1222.5,"Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Takifugu rubripes,Actinopterygii,Tetraodontiformes,Tetraodontidae,22,NA,"Arai R. (2011) Fish Karyotypes, Springer.",,391.2,"Brenner, S., G. Elgar, R. Sandford, A. Macrae, B. Venkatesh, and S. Aparicio (1993). Characterization of the pufferfish (Fugu) genome as a compact model vertebrate genome. Nature 366: 265-268.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Terrapene carolina triunguis,Reptilia,Testudines,Emydidae,25,NA,"Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.",,2533.02,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Tetraodon nigroviridis,Actinopterygii,Tetraodontiformes,Tetraodontidae,21,NA,Jaillon O. et al. (2004) Genome duplication in the teleost fish Tetraodon nigroviridis reveals the early vertebrate proto-karyotype. Nature 431: 946-957.,,342.3,"Jaillon, O., J.-M. Aury, F. Brunet, J.-L. Petit, N. Strange-Thomann, E. Mauceli et al. (2004). Genome duplication in the teleost fish Tetraodon nigroviridis reveals the early vertebrate proto-karyotype. Nature 431: 946-957.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Theropithecus gelada,Mammalia,Primates,Cercopithecidae,21,NA,"Chiou, K. L., Janiak, M. C., Schneider-Crease, I. A., Sen, S., Ayele, F., Chuma, I. S., Knauf, S., Lemma, A., Signore, A. V., D�Ippolito, A. M., Abebe, B., Haile, A. A., Kebede, F., Fashing, P. J., Nguyen, N., McCann, C., Houck, M. L., Wall, J. D., Burrell, A. S., & Bergey, C. M. (2022). Genomic signatures of high-altitude adaptation and chromosomal polymorphism in geladas. Nature Ecology & Evolution, 6(5), 630�643. https://doi.org/10.1038/s41559-022-01703-4",,NA,NA,NA
Trachemys scripta elegans,Reptilia,NA,NA,25,NA,"Cleiton, F., & Giuliano-Caetano, L. (2008). Cytogenetic characterization of two turtle species: Trachemys dorbigni and Trachemys scripta elegans.�Caryologia,�61(3), 253-257.",NA,NA,NA,NA
Tupaia belangeri,Mammalia,Scandentia,Tupaiidae,31,NA,"Toder, R., von Holst, D., & Schempp, W. (1992). Comparative cytogenetic studies in tree shrews (Tupaia). Cytogenetic and Genome Research, 60(1), 55–59. https://doi.org/10.1159/000133295",,NA,,
Tursiops truncatus,Mammalia,Cetacea,Delphinidae,22,NA,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,NA,,
Tympanuchus pallidicinctus,Aves,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urocitellus parryii,Mammalia,Rodentia,Sciuridae,17,NA,"McLean, B. S. (2018). Urocitellus parryii (Rodentia: Sciuridae). Mammalian Species, 50(964), 84�99. https://doi.org/10.1093/mspecies/sey011",,NA,NA,NA
Ursus americanus,Mammalia,Carnivora,Ursidae,37,NA,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,NA,,
Ursus maritimus,Mammalia,Carnivora,Ursidae,37,NA,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,NA,NA,NA
Ursus thibetanus thibetanus,Mammalia,Carnivora,Ursidae,37,NA,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,2360,"Zhu, C., Xu, W., Li, J., Liu, C., Hu, M., Yuan, Y., Yuan, K., Zhang, Y., Song, X., Han, J., & Cui, X. (2020). Draft Genome Assembly for the Tibetan Black Bear (Ursus thibetanus thibetanus). Frontiers in Genetics, 11. https://doi.org/10.3389/fgene.2020.00231",
Varanus komodoensis,Reptilia,Squamata,Varanidae,20,NA,"Johnson Pokorná, M. J., Altmanová, M., Rovatsos, M., Velenský, P., Vodička, R., Rehák, I., & Kratochvíl, L. (2016). First Description of the Karyotype and Sex Chromosomes in the Komodo Dragon (Varanus komodoensis). Cytogenetic and Genome Research, 148(4), 284–291. https://doi.org/10.1159/000447340",,1887.54,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Vicugna pacos,Mammalia,Artiodactyla,Camelidae,37,NA,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,NA,,
Vombatus ursinus,Mammalia,Diprotodontia,Vombatidae,7,NA,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",,3902.22,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Vulpes lagopus,Mammalia,NA,NA,25,NA,"Graphodatsky, A.S., Perelman, P.L., Sokolovskaya, N.V.�et al.�Phylogenomics of the dog and fox family (Canidae, Carnivora) revealed by chromosome painting.�Chromosome Res�16, 129�143 (2008). https://doi.org/10.1007/s10577-007-1203-5",NA,NA,NA,NA
Vulpes vulpes,Mammalia,Carnivora,Canidae,17,NA,"Wurster-Hill, D.H., O.G. Ward, B.H. Davis, J.P. Park, R.K. Moyzis, and J. Meyne (1988). Fragile sites, telomeric DNA sequences, B chromosomes, and DNA content in raccoon dogs, Nyctereutes procyonoides, with comparative notes on foxes, coyote, wolf, and raccoon. Cytogenetics and Cell Genetics 49: 278-281.",,2787.3,"Wurster-Hill, D.H., O.G. Ward, B.H. Davis, J.P. Park, R.K. Moyzis, and J. Meyne (1988). Fragile sites, telomeric DNA sequences, B chromosomes, and DNA content in raccoon dogs, Nyctereutes procyonoides, with comparative notes on foxes, coyote, wolf, and raccoon. Cytogenetics and Cell Genetics 49: 278-281.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Xenopus tropicalis,Amphibia,Anura,Pipidae,10,NA,"Matsuda, Y., Uno, Y., Kondo, M., Gilchrist, M. J., Zorn, A. M., Rokhsar, D. S., Schmid, M., & Taira, M. (2015). A New Nomenclature of Xenopus laevis Chromosomes Based on the Phylogenetic Relationship to Silurana/Xenopus tropicalis. Cytogenetic and Genome Research, 145(3-4), 187�191. https://doi.org/10.1159/000381292",,NA,NA,NA
Xiphophorus couchianus,Actinopterygii,Cyprinodontiformes,Poeciliidae,24,NA,"Friedman, B., & Gordon, M. (1934b). Chromosome Numbers in Xiphophorin Fishes. The American Naturalist, 68(718), 446–455. https://doi.org/10.1086/280562",,733.5,"Tiersch, T.R. and R.W. Chandler (1989). Chicken erythrocytes as an internal reference for analysis of DNA content by flow cytometry in grass carp. Transactions of the American Fisheries Society 118: 713-717.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Xiphophorus maculatus,Actinopterygii,Cyprinodontiformes,Poeciliidae,24,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,968.22,"Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Zalophus californianus,Mammalia,Carnifora,Otariidae,18,NA,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,3080.7,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Zonotrichia albicollis,Aves,Passeriformes,Passerellidae,41,NA,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.",,1300.74,"Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Zosterops lateralis melanops,Aves,Passeriformes,Zosteropidae,39,NA,"Li, Q., & Bian, X. (2024). Studies on the Karyotypes of Birds ?.The 19 Species of 12 Families of Passerine Birds (Passeriformes,Aves). Zoological Research, 9(4), 321�326. https://www.zoores.ac.cn/article/id/1214",,NA,NA,NA
